ticks,ETH-30SEP22,ETH-PERPETUAL,ETH-24JUN22,spread,moving_average,moving_std_dev,upper_band,lower_band,long_entry,long_exit,short_entry,short_exit,positions_long,positions_short,long_sl,positions_long_sl,short_sl,positions_short_sl,positions,spread_diff,portfolio_value,daily_returns,strategy_returns,fresh_entry,fresh_exit,one_way_fee,net_strategy_returns,cumret
1632529800000,3134.95,2945.95,3093.2,-23.04950000000008,-14.075024999999936,7.89379851774909,1.712572035498244,-29.862622035498116,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-14.296500000000378,7648.086499999999,-0.0018650186475774688,-0.0,False,False,0.0,0.0,1.0006606598201628
1632531600000,3075.7,2883.65,3025.15,-12.246500000000196,-14.520249999999942,7.497754813942777,0.4752596278856114,-29.515759627885494,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,10.802999999999884,7490.1255,0.0014125101749306685,0.0,False,False,0.0,0.0,1.0006606598201628
1632533400000,3116.2,2912.9,3058.65,-6.5590000000001965,-14.19059999999995,7.703199023782385,1.2157980475648191,-29.596998047564718,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,5.6875,7578.893,0.0007593330712549476,0.0,False,False,0.0,0.0,1.0006606598201628
1632535200000,3116.25,2917.2,3068.6,-17.85799999999972,-14.425624999999968,7.741630526396785,1.057636052793601,-29.908886052793537,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-11.298999999999523,7592.27,-0.0014908509725628167,-0.0,False,False,0.0,0.0,1.0006606598201628
1632537000000,3129.4,2898.4,3042.4,23.45600000000013,-12.582424999999967,11.481697674164877,10.380970348329788,-35.54582034832972,False,True,True,False,0.0,-0.0,False,1.0,True,0.0,0.0,41.31399999999985,7568.608,0.005441587298660328,0.0,False,False,0.0,0.0,1.0006606598201628
1632538800000,3112.7,2915.9,3049.7,1.7290000000002692,-11.639349999999945,11.856786069478135,12.074222138956324,-35.35292213895622,False,True,False,False,0.0,-0.0,False,1.0,False,0.0,0.0,-21.72699999999986,7564.985,-0.0028706731805901247,-0.0,False,False,0.0,0.0,1.0006606598201628
1632540600000,3114.05,2915.0,3069.45,-21.617999999999938,-12.340499999999953,12.018557152433816,11.69661430486768,-36.377614304867585,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-23.347000000000207,7590.618,-0.0030861925040168896,-0.0,False,False,0.0,0.0,1.0006606598201628
1632542400000,3141.9,2937.95,3086.25,-9.321500000000015,-12.23317499999996,12.036329516001356,11.839484032002751,-36.30583403200267,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,12.296499999999924,7644.5785,0.0016199603247060942,0.0,False,False,0.0,0.0,1.0006606598201628
1632544200000,3144.2,2932.05,3083.65,-5.154500000000098,-12.21244999999999,12.0487587413765,11.885067482753009,-36.30996748275299,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,4.166999999999916,7642.297500000001,0.0005450921852656646,0.0,False,False,0.0,0.0,1.0006606598201628
1632546000000,3118.4,2917.9,3066.85,-13.376999999999498,-12.094749999999976,12.024050621785698,11.953351243571419,-36.14285124357137,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-8.2224999999994,7592.411,-0.001075919904976141,-0.0,False,False,0.0,0.0,1.0006606598201628
1632547800000,3127.2,2910.0,3058.85,3.5260000000002947,-10.807424999999943,12.258854969577438,13.710284939154933,-35.32513493915482,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,16.902999999999793,7589.474,0.00222630202711626,0.0,False,False,0.0,0.0,1.0006606598201628
1632549600000,3122.35,2922.05,3068.6,-10.642499999999927,-11.03669999999995,12.20810839306581,13.37951678613167,-35.45291678613157,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,-14.168500000000222,7599.4855,-0.0018668619195480768,-0.0,False,False,0.0,0.0,1.0006606598201628
1632551400000,3134.3,2933.75,3078.45,-8.215499999999793,-10.620474999999942,12.15238398473739,13.68429296947484,-34.92524296947472,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,2.4270000000001346,7626.3405,0.00031936372534695077,0.0,False,False,0.0,0.0,1.0006606598201628
1632553200000,3112.3,2909.6,3057.95,-10.349999999999454,-10.26707499999991,12.046614010272833,13.826153020545757,-34.36030302054557,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-2.1344999999996617,7573.366,-0.0002798852214898694,-0.0,False,False,0.0,0.0,1.0006606598201628
1632555000000,3101.0,2889.0,3034.25,3.0000000000004547,-8.174824999999874,10.334063636541046,12.493302273082218,-28.842952273081966,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,13.349999999999909,7527.9400000000005,0.0017627564810679833,0.0,False,False,0.0,0.0,1.0006606598201628
1632556800000,3050.35,2858.0,3000.1,-12.433999999999742,-8.265899999999874,10.364659013356826,12.463418026713779,-28.995218026713527,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-15.434000000000196,7427.814,-0.002050228880676546,-0.0,False,False,0.0,0.0,1.0006606598201628
1632558600000,3086.9,2908.8,3065.6,-45.42000000000007,-10.134224999999878,13.28169741794984,16.4291698358998,-36.69761983589956,True,False,False,True,1.0,0.0,False,1.0,False,1.0,1.0,-32.98600000000033,7557.268,-0.0044408758754594995,-0.0,True,False,-0.0015,-0.0015,0.9991596688304326
1632560400000,3134.95,2934.65,3084.3,-14.612500000000182,-10.262374999999883,13.313476472589196,16.36457794517851,-36.88932794517827,False,False,False,True,1.0,0.0,False,1.0,False,1.0,1.0,30.80749999999989,7634.4515,0.004076539299651658,0.004076539299651658,False,False,0.0,0.004076539299651658,1.0032327824870466
1632562200000,3149.4,2940.7,3091.75,-8.009000000000015,-9.795474999999874,13.21532271593039,16.635170431860907,-36.22612043186065,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,6.603500000000167,7659.531,0.0008649606327317905,0.0008649606327317905,False,True,-0.0015,-0.0006350393672682096,1.0025956901756334
1632564000000,3170.65,2959.1,3110.95,-6.334999999999582,-9.674574999999868,13.236405403554187,16.798235807108505,-36.14738580710824,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,1.674000000000433,7708.821,0.0002185512402783451,0.0,False,False,0.0,0.0,1.0025956901756334
1632565800000,3144.9,2941.55,3090.75,-11.073499999999513,-9.07577499999984,12.865177961698993,16.654580923398147,-34.80613092339783,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-4.738499999999931,7653.9865,-0.0006146854363332513,-0.0,False,False,0.0,0.0,1.0025956901756334
1632567600000,3111.7,2906.8,3056.25,-9.485999999999876,-8.937749999999824,12.844161166296171,16.75057233259252,-34.626072332592166,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,1.5874999999996362,7570.014,0.00020740825712191107,0.0,False,False,0.0,0.0,1.0025956901756334
1632569400000,3120.35,2914.65,3062.6,-6.9044999999996435,-8.955024999999797,12.841025395065294,16.727025790130792,-34.63707579013038,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,2.581500000000233,7588.3435,0.0003410165423736644,0.0,False,False,0.0,0.0,1.0025956901756334
1632571200000,3122.7,2919.5,3061.9,-2.5710000000003674,-8.190674999999828,12.737749374941275,17.284823749882722,-33.666173749882375,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,4.333499999999276,7590.941000000001,0.000571073252021245,0.0,False,False,0.0,0.0,1.0025956901756334
1632573000000,3107.25,2907.45,3055.35,-12.670500000000175,-9.996999999999844,10.3518508820506,10.706701764101357,-30.700701764101044,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-10.099499999999807,7564.5975,-0.0013304674611487306,-0.0,False,False,0.0,0.0,1.0025956901756334
1632574800000,3129.35,2918.8,3070.25,-6.436000000000149,-10.405249999999864,10.020777889623085,9.636305779246307,-30.446805779246034,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,6.2345000000000255,7607.784,0.0008241681067631193,0.0,False,False,0.0,0.0,1.0025956901756334
1632576600000,3108.35,2905.0,3055.55,-12.382000000000062,-9.94344999999987,9.68400850548013,9.424567010960388,-29.31146701096013,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-5.945999999999913,7565.382,-0.0007815679309507096,-0.0,False,False,0.0,0.0,1.0025956901756334
1632578400000,3090.15,2891.5,3039.7,-14.032999999999447,-10.179024999999843,9.725300914672093,9.271576829344344,-29.62962682934403,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-1.6509999999993852,7524.423,-0.00021823088378080383,-0.0,False,False,0.0,0.0,1.0025956901756334
1632580200000,3077.65,2873.6,3023.4,-10.438000000000102,-10.443199999999843,9.653124740070925,8.863049480142008,-29.749449480141692,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,3.594999999999345,7487.594,0.00047777749868652326,0.0,False,False,0.0,0.0,1.0025956901756334
1632582000000,3134.95,2931.15,3085.5,-16.905500000000302,-10.619624999999882,9.741406877041955,8.863188754084028,-30.102438754083792,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-6.4675000000002,7635.1345,-0.0008637621110332905,-0.0,False,False,0.0,0.0,1.0025956901756334
1632583800000,3148.5,2923.75,3076.85,5.668500000000222,-10.512499999999886,9.915378658799153,9.31825731759842,-30.34325731759819,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,22.574000000000524,7636.2564999999995,0.0029565949362123905,0.0,False,False,0.0,0.0,1.0025956901756334
1632585600000,3086.5,2890.85,3038.65,-16.530499999999847,-10.806899999999882,10.00643461873152,9.205969237463158,-30.81976923746292,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-22.19900000000007,7519.3215,-0.0029070526900189997,-0.0,False,False,0.0,0.0,1.0025956901756334
1632587400000,3102.7,2903.15,3052.05,-14.117500000000291,-11.101999999999908,10.013015161857107,8.924030323714305,-31.12803032371412,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,2.412999999999556,7554.9665,0.0003209066137150215,0.0,False,False,0.0,0.0,1.0025956901756334
1632589200000,3101.1,2911.2,3062.55,-26.886000000000422,-11.928799999999956,10.612421141483813,9.296042282967669,-33.15364228296758,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-12.768500000000131,7568.238,-0.0016900802935393732,-0.0,False,False,0.0,0.0,1.0025956901756334
1632591000000,3101.1,2900.05,3052.45,-16.926499999999578,-12.925124999999957,10.05799193346037,7.190858866920783,-33.041108866920695,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,9.959500000000844,7553.1494999999995,0.0013159602010403006,0.0,False,False,0.0,0.0,1.0025956901756334
1632592800000,3092.2,2895.65,3048.5,-21.940500000000156,-13.400449999999978,10.25623799515004,7.112025990300101,-33.91292599030005,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-5.014000000000578,7538.3395,-0.0006638290424412464,-0.0,False,False,0.0,0.0,1.0025956901756334
1632594600000,3098.85,2900.0,3050.85,-17.20400000000018,-11.989649999999983,7.063718329195446,2.137786658390908,-26.117086658390875,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,4.736499999999978,7548.904,0.0006283213962438251,0.0,False,False,0.0,0.0,1.0025956901756334
1632596400000,3117.85,2914.6,3063.9,-11.027999999999793,-11.810424999999963,7.039098374670622,2.2677717493412803,-25.888621749341205,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,6.176000000000386,7587.4439999999995,0.000818132009626879,0.0,False,False,0.0,0.0,1.0025956901756334
1632598200000,3111.85,2918.7,3069.65,-23.215000000000146,-12.570724999999971,7.417907173070503,2.2650893461410355,-27.406539346140978,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-12.187000000000353,7589.517,-0.0016062062533839267,-0.0,False,False,0.0,0.0,1.0025956901756334
1632600000000,3110.35,2906.1,3058.75,-14.097000000000207,-12.958825000000001,7.276184680671454,1.5935443613429072,-27.51119436134291,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,9.117999999999938,7571.602999999999,0.0012013939754005345,0.0,False,False,0.0,0.0,1.0025956901756334
1632601800000,3129.45,2921.5,3073.25,-9.434999999999945,-12.876900000000024,7.307685445366548,1.7384708907330726,-27.49227089073312,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,4.662000000000262,7612.225,0.0006157216642235815,0.0,False,False,0.0,0.0,1.0025956901756334
1632603600000,3111.95,2903.65,3056.7,-10.518499999999676,-12.928525000000013,7.286084825984971,1.6436446519699288,-27.500694651969955,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,-1.0834999999997308,7570.0975,-0.00014233683318605673,-0.0,False,False,0.0,0.0,1.0025956901756334
1632605400000,3107.15,2914.75,3064.85,-22.87149999999974,-13.726875000000017,7.463878736031606,1.2008824720631939,-28.654632472063227,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-12.353000000000065,7577.9565,-0.001631815178074003,-0.0,False,False,0.0,0.0,1.0025956901756334
1632607200000,3141.7,2929.5,3087.05,-12.457000000000335,-14.221175000000017,6.9990699218107295,-0.22303515637855753,-28.219314843621476,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,10.414499999999407,7643.427,0.001374315094049353,0.0,False,False,0.0,0.0,1.0025956901756334
1632609000000,3143.8,2934.6,3091.5,-14.70199999999977,-14.322749999999996,6.990116578163537,-0.34251684367292157,-28.30298315632707,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-2.244999999999436,7652.218000000001,-0.00029371641804120535,-0.0,False,False,0.0,0.0,1.0025956901756334
1632610800000,3113.45,2926.25,3072.35,-23.226500000000215,-15.162275,7.0013260388282825,-1.1596229223434342,-29.164927077656564,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-8.524500000000444,7596.201499999999,-0.0011139907409852207,-0.0,False,False,0.0,0.0,1.0025956901756334
1632612600000,3123.6,2923.7,3074.6,-16.452999999999975,-15.365824999999996,6.975370767876313,-1.4150834642473704,-29.31656653575262,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,6.77350000000024,7608.555,0.0008916956718433866,0.0,False,False,0.0,0.0,1.0025956901756334
1632614400000,3084.55,2893.9,3041.0,-20.692999999999756,-15.69882500000001,7.066767073822296,-1.5652908523554174,-29.832359147644603,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-4.239999999999782,7520.987000000001,-0.000557267444343871,-0.0,False,False,0.0,0.0,1.0025956901756334
1632616200000,3089.3,2897.0,3044.95,-20.1279999999997,-16.18332499999999,7.019113930950179,-2.145097138099631,-30.22155286190035,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,0.5650000000000546,7531.348,7.512311881406715e-05,0.0,False,False,0.0,0.0,1.0025956901756334
1632618000000,3098.15,2893.55,3045.8,-13.125500000000102,-15.99432499999998,7.049470245634055,-1.8953845087318708,-30.09326549126809,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,7.0024999999996,7540.458500000001,0.0009297804324006273,0.0,False,False,0.0,0.0,1.0025956901756334
1632619800000,3073.35,2876.45,3020.5,-10.486499999999978,-16.80207499999999,5.089796460295568,-6.622482079408856,-26.98166792059113,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,2.6390000000001237,7480.3535,0.00034997871813764687,0.0,False,False,0.0,0.0,1.0025956901756334
1632621600000,3046.25,2852.65,3005.9,-24.956500000000233,-17.22337500000001,5.405092883166628,-6.413189233666756,-28.033560766333267,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-14.470000000000255,7429.6755,-0.0019344005600805169,-0.0,False,False,0.0,0.0,1.0025956901756334
1632623400000,3062.8,2857.9,3007.75,-9.492999999999938,-16.99214999999999,5.638815154333188,-5.714519691333615,-28.26978030866637,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,15.463500000000295,7449.727000000001,0.002081315664459409,0.0,False,False,0.0,0.0,1.0025956901756334
1632625200000,3075.7,2875.35,3030.1,-20.293500000000222,-16.66252499999998,5.206100074545687,-6.250324850908607,-27.074725149091357,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-10.800500000000284,7494.3544999999995,-0.0014497846699617694,-0.0,False,False,0.0,0.0,1.0025956901756334
1632627000000,3064.05,2867.65,3018.15,-18.896499999999833,-16.761024999999997,5.2299391072107095,-6.301146785578577,-27.220903214421416,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,1.3970000000003893,7466.115500000001,0.00018640698141519585,0.0,False,False,0.0,0.0,1.0025956901756334
1632628800000,3046.8,2848.3,3000.0,-18.090999999999894,-16.56854999999998,5.098472103173888,-6.371605793652204,-26.765494206347757,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,0.8054999999999382,7421.909,0.00010788742820814091,0.0,False,False,0.0,0.0,1.0025956901756334
1632630600000,3045.8,2847.9,2994.7,-12.610999999999876,-16.338899999999967,5.17126453434852,-5.996370931302927,-26.681429068697007,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,5.480000000000018,7414.245,0.000738354512295963,0.0,False,False,0.0,0.0,1.0025956901756334
1632632400000,3047.95,2847.7,2999.5,-16.459000000000287,-16.610449999999993,5.018028224365273,-6.574393551269447,-26.64650644873054,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,-3.848000000000411,7422.3009999999995,-0.0005190009232228516,-0.0,False,False,0.0,0.0,1.0025956901756334
1632634200000,3035.45,2838.9,2989.4,-18.459000000000287,-16.37265,4.7963671425141765,-6.779915714971647,-25.965384285028353,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-2.0,7395.253000000001,-0.0002694582178761007,-0.0,False,False,0.0,0.0,1.0025956901756334
1632636000000,3025.5,2839.65,2983.5,-20.920500000000175,-16.713824999999996,4.868123850419851,-6.977577299160295,-26.450072700839698,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-2.4614999999998872,7378.1595,-0.0003328486530480954,-0.0,False,False,0.0,0.0,1.0025956901756334
1632637800000,3045.2,2817.5,2965.7,15.757000000000062,-15.454224999999997,8.64478944444665,1.8353538888933016,-32.7438038888933,False,True,True,False,0.0,-0.0,False,1.0,True,0.0,0.0,36.67750000000024,7370.692999999999,0.004971090690029165,0.0,False,False,0.0,0.0,1.0025956901756334
1632639600000,3018.95,2817.65,2966.55,-11.512500000000273,-15.503925000000027,8.617734832240775,1.7315446644815218,-32.73939466448158,False,True,False,False,0.0,-0.0,False,1.0,False,0.0,0.0,-27.269500000000335,7345.531500000001,-0.003699719958489702,-0.0,False,False,0.0,0.0,1.0025956901756334
1632641400000,2948.1,2774.35,2908.1,-19.84349999999995,-15.352525000000037,8.507377695232675,1.6622303904653126,-32.36728039046539,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-8.330999999999676,7192.2445,-0.0011341589100801863,-0.0,False,False,0.0,0.0,1.0025956901756334
1632643200000,2940.95,2769.75,2894.65,-11.37350000000015,-15.298350000000028,8.530206099965879,1.76206219993173,-32.35876219993179,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,8.4699999999998,7167.3585,0.0011776574058348266,0.0,False,False,0.0,0.0,1.0025956901756334
1632645000000,2958.0,2785.65,2920.5,-22.7204999999999,-15.699275000000034,8.6876856776447,1.6760963552893653,-33.07464635528943,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-11.346999999999753,7220.119500000001,-0.0015831494964288102,-0.0,False,False,0.0,0.0,1.0025956901756334
1632646800000,3069.95,2873.1,3022.65,-17.32300000000032,-15.404100000000039,8.517092929113668,1.6300858582272966,-32.438285858227374,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,5.397499999999582,7478.849,0.0007475638041724353,0.0,False,False,0.0,0.0,1.0025956901756334
1632648600000,3192.95,2983.35,3141.35,-16.153499999999894,-15.389125000000035,8.515414788665696,1.6417045773313568,-32.419954577331424,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,1.1695000000004256,7774.3945,0.00015637432979331788,0.0,False,False,0.0,0.0,1.0025956901756334
1632650400000,3192.95,2951.85,3110.0,15.475500000000011,-13.580700000000046,10.850223034816546,8.119746069633045,-35.28114606963314,False,True,True,False,0.0,-1.0,False,1.0,False,1.0,-1.0,31.628999999999905,7728.2755,0.004068355419833648,0.0,True,False,-0.0015,-0.0015,1.00109179664037
1632652200000,3192.95,2954.65,3115.3,9.547499999999673,-12.096925000000079,11.887264727070203,11.677604454140328,-35.87145445414048,False,True,False,False,0.0,-1.0,False,1.0,False,1.0,-1.0,-5.928000000000338,7735.4915,-0.0007670534002055618,0.0007670534002055618,False,False,0.0,0.0007670534002055618,1.001859687506901
1632654000000,3220.0,2971.55,3129.8,22.504500000000007,-10.315425000000072,14.174773722574358,18.034122445148643,-38.66497244514879,False,True,True,False,0.0,-1.0,False,1.0,False,1.0,-1.0,12.957000000000335,7784.4085000000005,0.0016750066883274752,-0.0016750066883274752,False,False,0.0,-0.0016750066883274752,1.0001815658295614
1632655800000,3196.1,2975.0,3132.9,-4.446000000000367,-10.013400000000093,14.235161235845784,18.456922471691474,-38.483722471691664,False,True,False,False,0.0,-1.0,False,1.0,False,1.0,-1.0,-26.950500000000375,7765.146000000001,-0.003462112760397964,0.003462112760397964,False,False,0.0,0.003462112760397964,1.0036443071913348
1632657600000,3224.0,3015.9,3173.35,-17.29699999999957,-9.63042500000006,13.911331403869616,18.192237807739172,-37.453087807739294,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-12.850999999999203,7852.611,-0.0016549592242050828,0.0016549592242050828,False,True,-0.0015,0.00015495922420508275,1.003799831134555
1632659400000,3224.0,3012.65,3163.45,-5.768499999999676,-9.444200000000047,13.938171123704997,18.43214224740995,-37.32054224741004,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,11.528499999999894,7839.5875,0.0014681104157585158,0.0,False,False,0.0,0.0,1.003799831134555
1632661200000,3234.05,2996.75,3151.6,15.318500000000313,-7.663600000000019,14.7313717244597,21.79914344891938,-37.12634344891942,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,21.08699999999999,7831.2865,0.002689809891145419,0.0,False,False,0.0,0.0,1.003799831134555
1632663000000,3216.2,3004.4,3163.6,-15.652000000000044,-7.50137500000003,14.618595040019388,21.735815080038748,-36.7385650800388,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-30.970500000000357,7830.076,-0.003954714209472525,-0.0,False,False,0.0,0.0,1.003799831134555
1632664800000,3232.75,3010.4,3178.1,-15.702000000000226,-7.381925000000047,14.537044919134077,21.692164838268106,-36.4560148382682,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-0.0500000000001819,7865.986,-6.385634060280117e-06,-0.0,False,False,0.0,0.0,1.003799831134555
1632666600000,3260.7,3031.2,3203.25,-14.153999999999996,-7.459075000000053,14.570313287527878,21.681551575055703,-36.59970157505581,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,1.5480000000002292,7929.905999999999,0.00019679668893387672,0.0,False,False,0.0,0.0,1.003799831134555
1632668400000,3252.5,3036.45,3192.5,-7.816499999999905,-7.026950000000033,14.416695400143785,21.80644080028754,-35.8603408002876,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,6.337500000000091,7909.5835,0.0007991898012410351,0.0,False,False,0.0,0.0,1.003799831134555
1632670200000,3273.55,3054.5,3226.3,-24.527000000000044,-7.3303500000000215,14.730383870636777,22.130417741273533,-36.791117741273574,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-16.71050000000014,7976.697,-0.0021126902573315193,-0.0,False,False,0.0,0.0,1.003799831134555
1632672000000,3279.05,3056.5,3223.5,-15.0949999999998,-7.039075000000002,14.50335852327333,21.967642046546658,-36.045792046546666,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,9.432000000000244,7979.1849999999995,0.001182444312476736,0.0,False,False,0.0,0.0,1.003799831134555
