ticks,ETH-30SEP22,ETH-24JUN22,ETH-PERPETUAL,spread,moving_average,moving_std_dev,upper_band,lower_band,long_entry,long_exit,short_entry,short_exit,positions_long,positions_short,long_sl,positions_long_sl,short_sl,positions_short_sl,positions,spread_diff,portfolio_value,daily_returns,strategy_returns,fresh_entry,fresh_exit,one_way_fee,net_strategy_returns,cumret
1632533400000,3116.2,3058.65,2912.9,-6.5590000000001965,-14.190599999999938,7.703199023782332,1.2157980475647268,-29.596998047564604,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,5.687500000000114,7578.893,0.0007593330712549628,0.0,False,False,0.0,0.0,1.0006606598201628
1632535200000,3116.25,3068.6,2917.2,-17.857999999999834,-14.42562499999995,7.7416305263967375,1.0576360527935247,-29.908886052793427,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-11.298999999999637,7592.27,-0.0014908509725628316,-0.0,False,False,0.0,0.0,1.0006606598201628
1632537000000,3129.4,3042.4,2898.4,23.45600000000013,-12.58242499999995,11.481697674164844,10.380970348329738,-35.545820348329634,False,True,True,False,0.0,-0.0,False,1.0,True,0.0,0.0,41.313999999999965,7568.608,0.005441587298660343,0.0,False,False,0.0,0.0,1.0006606598201628
1632538800000,3112.7,3049.7,2915.9,1.7290000000001555,-11.639349999999933,11.856786069478092,12.074222138956252,-35.35292213895612,False,True,False,False,0.0,-0.0,False,1.0,False,0.0,0.0,-21.726999999999975,7564.985,-0.0028706731805901394,-0.0,False,False,0.0,0.0,1.0006606598201628
1632540600000,3114.05,3069.45,2915.0,-21.61799999999971,-12.34049999999993,12.018557152433766,11.696614304867603,-36.377614304867464,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-23.346999999999866,7590.6179999999995,-0.0030861925040168445,-0.0,False,False,0.0,0.0,1.0006606598201628
1632542400000,3141.9,3086.25,2937.95,-9.321499999999787,-12.233174999999926,12.036329516001306,11.839484032002686,-36.30583403200254,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,12.296499999999924,7644.5785000000005,0.0016199603247060944,0.0,False,False,0.0,0.0,1.0006606598201628
1632544200000,3144.2,3083.65,2932.05,-5.154500000000212,-12.212449999999956,12.04875874137645,11.885067482752943,-36.30996748275285,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,4.166999999999575,7642.2975,0.00054509218526562,0.0,False,False,0.0,0.0,1.0006606598201628
1632546000000,3118.4,3066.85,2917.9,-13.376999999999612,-12.094749999999948,12.02405062178565,11.953351243571351,-36.14285124357124,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-8.2224999999994,7592.411,-0.001075919904976141,-0.0,False,False,0.0,0.0,1.0006606598201628
1632547800000,3127.2,3058.85,2910.0,3.526000000000181,-10.807424999999927,12.258854969577383,13.710284939154839,-35.325134939154694,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,16.902999999999793,7589.473999999999,0.00222630202711626,0.0,False,False,0.0,0.0,1.0006606598201628
1632549600000,3122.35,3068.6,2922.05,-10.642499999999927,-11.036699999999934,12.208108393065757,13.37951678613158,-35.452916786131446,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,-14.168500000000108,7599.4855,-0.001866861919548062,-0.0,False,False,0.0,0.0,1.0006606598201628
1632551400000,3134.3,3078.45,2933.75,-8.215499999999565,-10.620474999999919,12.152383984737341,13.684292969474763,-34.9252429694746,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,2.427000000000362,7626.340499999999,0.0003193637253469807,0.0,False,False,0.0,0.0,1.0006606598201628
1632553200000,3112.3,3057.95,2909.6,-10.349999999999568,-10.267074999999892,12.046614010272782,13.826153020545672,-34.36030302054546,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-2.1345000000000027,7573.365999999999,-0.0002798852214899142,-0.0,False,False,0.0,0.0,1.0006606598201628
1632555000000,3101.0,3034.25,2889.0,3.0000000000002274,-8.174824999999874,10.334063636540987,12.4933022730821,-28.84295227308185,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,13.349999999999795,7527.94,0.0017627564810679685,0.0,False,False,0.0,0.0,1.0006606598201628
1632556800000,3050.35,3000.1,2858.0,-12.433999999999855,-8.26589999999988,10.36465901335677,12.46341802671366,-28.995218026713417,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-15.434000000000083,7427.814,-0.0020502288806765307,-0.0,False,False,0.0,0.0,1.0006606598201628
1632558600000,3086.9,3065.6,2908.8,-45.419999999999845,-10.134224999999878,13.281697417949763,16.42916983589965,-36.6976198358994,True,False,False,True,1.0,0.0,False,1.0,False,1.0,1.0,-32.98599999999999,7557.268000000001,-0.004440875875459454,-0.0,True,False,-0.0015,-0.0015,0.9991596688304326
1632560400000,3134.95,3084.3,2934.65,-14.612500000000296,-10.262374999999896,13.313476472589121,16.364577945178347,-36.88932794517814,False,False,False,True,1.0,0.0,False,1.0,False,1.0,1.0,30.80749999999955,7634.4515,0.004076539299651613,0.004076539299651613,False,False,0.0,0.004076539299651613,1.0032327824870466
1632562200000,3149.4,3091.75,2940.7,-8.0089999999999,-9.795474999999879,13.215322715930316,16.635170431860754,-36.22612043186051,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,6.603500000000395,7659.531,0.0008649606327318203,0.0008649606327318203,False,True,-0.0015,-0.0006350393672681797,1.0025956901756334
1632564000000,3170.65,3110.95,2959.1,-6.334999999999468,-9.674574999999868,13.236405403554116,16.798235807108362,-36.1473858071081,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,1.674000000000433,7708.820999999999,0.0002185512402783451,0.0,False,False,0.0,0.0,1.0025956901756334
1632565800000,3144.9,3090.75,2941.55,-11.073499999999626,-9.075774999999851,12.865177961698928,16.654580923398004,-34.8061309233977,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-4.738500000000158,7653.9865,-0.0006146854363332809,-0.0,False,False,0.0,0.0,1.0025956901756334
1632567600000,3111.7,3056.25,2906.8,-9.486000000000104,-8.937749999999841,12.844161166296104,16.750572332592366,-34.626072332592045,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,1.5874999999995225,7570.014,0.00020740825712189622,0.0,False,False,0.0,0.0,1.0025956901756334
1632569400000,3120.35,3062.6,2914.65,-6.904499999999871,-8.955024999999825,12.841025395065225,16.727025790130625,-34.637075790130275,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,2.581500000000233,7588.3435,0.0003410165423736644,0.0,False,False,0.0,0.0,1.0025956901756334
1632571200000,3122.7,3061.9,2919.5,-2.571000000000481,-8.190674999999857,12.737749374941197,17.284823749882538,-33.66617374988225,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,4.33349999999939,7590.941,0.0005710732520212599,0.0,False,False,0.0,0.0,1.0025956901756334
1632573000000,3107.25,3055.35,2907.45,-12.670500000000061,-9.996999999999867,10.351850882050499,10.706701764101132,-30.700701764100863,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-10.09949999999958,7564.5975,-0.0013304674611487007,-0.0,False,False,0.0,0.0,1.0025956901756334
1632574800000,3129.35,3070.25,2918.8,-6.436000000000149,-10.405249999999882,10.020777889622988,9.636305779246094,-30.446805779245857,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,6.234499999999912,7607.784,0.0008241681067631043,0.0,False,False,0.0,0.0,1.0025956901756334
1632576600000,3108.35,3055.55,2905.0,-12.382000000000176,-9.943449999999904,9.684008505480046,9.424567010960187,-29.311467010959994,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-5.946000000000026,7565.382,-0.0007815679309507245,-0.0,False,False,0.0,0.0,1.0025956901756334
1632578400000,3090.15,3039.7,2891.5,-14.032999999999447,-10.179024999999887,9.725300914672008,9.271576829344129,-29.629626829343906,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-1.6509999999992715,7524.423,-0.00021823088378078882,-0.0,False,False,0.0,0.0,1.0025956901756334
1632580200000,3077.65,3023.4,2873.6,-10.437999999999988,-10.443199999999877,9.65312474007084,8.863049480141804,-29.749449480141557,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,3.594999999999459,7487.594,0.00047777749868653833,0.0,False,False,0.0,0.0,1.0025956901756334
1632582000000,3134.95,3085.5,2931.15,-16.905500000000075,-10.6196249999999,9.741406877041861,8.863188754083822,-30.10243875408362,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-6.467500000000086,7635.134499999999,-0.0008637621110332754,-0.0,False,False,0.0,0.0,1.0025956901756334
1632583800000,3148.5,3076.85,2923.75,5.668500000000108,-10.512499999999903,9.915378658799058,9.318257317598214,-30.34325731759802,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,22.574000000000183,7636.2564999999995,0.0029565949362123463,0.0,False,False,0.0,0.0,1.0025956901756334
1632585600000,3086.5,3038.65,2890.85,-16.53049999999996,-10.806899999999905,10.00643461873143,9.205969237462954,-30.819769237462765,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-22.19900000000007,7519.321499999999,-0.0029070526900189997,-0.0,False,False,0.0,0.0,1.0025956901756334
1632587400000,3102.7,3052.05,2903.15,-14.117500000000518,-11.101999999999952,10.013015161857016,8.92403032371408,-31.128030323713986,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,2.4129999999994425,7554.9665,0.0003209066137150064,0.0,False,False,0.0,0.0,1.0025956901756334
1632589200000,3101.1,3062.55,2911.2,-26.886000000000422,-11.928799999999995,10.612421141483726,9.296042282967456,-33.153642282967446,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-12.768499999999904,7568.238,-0.001690080293539343,-0.0,False,False,0.0,0.0,1.0025956901756334
1632591000000,3101.1,3052.45,2900.05,-16.926499999999578,-12.925124999999985,10.057991933460292,7.190858866920598,-33.04110886692057,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,9.959500000000844,7553.1494999999995,0.0013159602010403006,0.0,False,False,0.0,0.0,1.0025956901756334
1632592800000,3092.2,3048.5,2895.65,-21.940500000000043,-13.400449999999996,10.256237995149956,7.112025990299916,-33.91292599029991,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-5.014000000000465,7538.3395,-0.0006638290424412313,-0.0,False,False,0.0,0.0,1.0025956901756334
1632594600000,3098.85,3050.85,2900.0,-17.20400000000018,-11.989650000000012,7.063718329195385,2.137786658390759,-26.117086658390782,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,4.7364999999998645,7548.904,0.0006283213962438099,0.0,False,False,0.0,0.0,1.0025956901756334
1632596400000,3117.85,3063.9,2914.6,-11.027999999999906,-11.810424999999992,7.03909837467056,2.2677717493411294,-25.888621749341112,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,6.176000000000272,7587.4439999999995,0.0008181320096268639,0.0,False,False,0.0,0.0,1.0025956901756334
1632598200000,3111.85,3069.65,2918.7,-23.215000000000146,-12.570725000000005,7.417907173070438,2.2650893461408703,-27.40653934614088,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-12.18700000000024,7589.517,-0.0016062062533839117,-0.0,False,False,0.0,0.0,1.0025956901756334
1632600000000,3110.35,3058.75,2906.1,-14.09699999999998,-12.95882500000003,7.276184680671378,1.593544361342726,-27.511194361342785,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,9.118000000000166,7571.603,0.0012013939754005644,0.0,False,False,0.0,0.0,1.0025956901756334
1632601800000,3129.45,3073.25,2921.5,-9.43500000000006,-12.876900000000052,7.307685445366471,1.7384708907328896,-27.492270890732996,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,4.661999999999921,7612.224999999999,0.0006157216642235364,0.0,False,False,0.0,0.0,1.0025956901756334
1632603600000,3111.95,3056.7,2903.65,-10.518499999999676,-12.92852500000003,7.286084825984898,1.6436446519697654,-27.500694651969827,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,-1.083499999999617,7570.0975,-0.00014233683318604182,-0.0,False,False,0.0,0.0,1.0025956901756334
1632605400000,3107.15,3064.85,2914.75,-22.871499999999628,-13.726875000000017,7.4638787360315355,1.2008824720630535,-28.65463247206309,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-12.352999999999952,7577.9565,-0.001631815178073988,-0.0,False,False,0.0,0.0,1.0025956901756334
1632607200000,3141.7,3087.05,2929.5,-12.457000000000107,-14.221174999999999,6.999069921810667,-0.2230351563786641,-28.219314843621333,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,10.41449999999952,7643.427,0.0013743150940493682,0.0,False,False,0.0,0.0,1.0025956901756334
1632609000000,3143.8,3091.5,2934.6,-14.701999999999884,-14.32274999999999,6.990116578163474,-0.34251684367304236,-28.30298315632694,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-2.244999999999777,7652.218,-0.00029371641804124996,-0.0,False,False,0.0,0.0,1.0025956901756334
1632610800000,3113.45,3072.35,2926.25,-23.2265000000001,-15.162274999999989,7.001326038828213,-1.1596229223435621,-29.164927077656415,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-8.524500000000216,7596.2015,-0.001113990740985191,-0.0,False,False,0.0,0.0,1.0025956901756334
1632612600000,3123.6,3074.6,2923.7,-16.452999999999975,-15.365824999999978,6.975370767876245,-1.4150834642474877,-29.316566535752468,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,6.773500000000126,7608.554999999999,0.0008916956718433715,0.0,False,False,0.0,0.0,1.0025956901756334
1632614400000,3084.55,3041.0,2893.9,-20.69299999999987,-15.698825,7.066767073822234,-1.5652908523555311,-29.832359147644468,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-4.239999999999895,7520.987,-0.000557267444343886,-0.0,False,False,0.0,0.0,1.0025956901756334
1632616200000,3089.3,3044.95,2897.0,-20.127999999999588,-16.18332499999998,7.019113930950108,-2.1450971380997625,-30.221552861900193,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,0.5650000000002819,7531.348000000001,7.51231188140974e-05,0.0,False,False,0.0,0.0,1.0025956901756334
1632618000000,3098.15,3045.8,2893.55,-13.125500000000216,-15.994324999999986,7.049470245633984,-1.8953845087320182,-30.093265491267953,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,7.0024999999993724,7540.458500000001,0.000929780432400597,0.0,False,False,0.0,0.0,1.0025956901756334
1632619800000,3073.35,3020.5,2876.45,-10.486500000000206,-16.802075000000002,5.089796460295476,-6.62248207940905,-26.981667920590954,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,2.63900000000001,7480.3535,0.0003499787181376318,0.0,False,False,0.0,0.0,1.0025956901756334
1632621600000,3046.25,3005.9,2852.65,-24.956500000000233,-17.223375000000015,5.4050928831665415,-6.413189233666932,-28.033560766333096,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-14.470000000000027,7429.675500000001,-0.0019344005600804865,-0.0,False,False,0.0,0.0,1.0025956901756334
1632623400000,3062.8,3007.75,2857.9,-9.492999999999938,-16.992149999999988,5.638815154333112,-5.714519691333765,-28.269780308666213,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,15.463500000000295,7449.727,0.002081315664459409,0.0,False,False,0.0,0.0,1.0025956901756334
1632625200000,3075.7,3030.1,2875.35,-20.293500000000222,-16.662524999999977,5.206100074545605,-6.2503248509087665,-27.074725149091186,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-10.800500000000284,7494.3544999999995,-0.0014497846699617696,-0.0,False,False,0.0,0.0,1.0025956901756334
1632627000000,3064.05,3018.15,2867.65,-18.89650000000006,-16.761025,5.229939107210632,-6.3011467855787355,-27.220903214421263,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,1.397000000000162,7466.115500000001,0.00018640698141516552,0.0,False,False,0.0,0.0,1.0025956901756334
1632628800000,3046.8,3000.0,2848.3,-18.09099999999978,-16.568549999999988,5.0984721031738145,-6.371605793652359,-26.76549420634762,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,0.8055000000002792,7421.909000000001,0.0001078874282081866,0.0,False,False,0.0,0.0,1.0025956901756334
1632630600000,3045.8,2994.7,2847.9,-12.610999999999649,-16.33889999999996,5.171264534348456,-5.996370931303048,-26.681429068696872,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,5.480000000000132,7414.245,0.0007383545122959782,0.0,False,False,0.0,0.0,1.0025956901756334
1632632400000,3047.95,2999.5,2847.7,-16.459000000000287,-16.61044999999998,5.018028224365214,-6.5743935512695515,-26.646506448730406,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,-3.8480000000006385,7422.3009999999995,-0.0005190009232228822,-0.0,False,False,0.0,0.0,1.0025956901756334
1632634200000,3035.45,2989.4,2838.9,-18.4590000000004,-16.372649999999993,4.796367142514118,-6.779915714971757,-25.96538428502823,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-2.0000000000001137,7395.253000000001,-0.000269458217876116,-0.0,False,False,0.0,0.0,1.0025956901756334
1632636000000,3025.5,2983.5,2839.65,-20.920499999999947,-16.713824999999993,4.868123850419774,-6.977577299160444,-26.45007270083954,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-2.461499999999546,7378.1595,-0.00033284865304804935,-0.0,False,False,0.0,0.0,1.0025956901756334
1632637800000,3045.2,2965.7,2817.5,15.756999999999948,-15.45422499999999,8.64478944444659,1.835353888893188,-32.74380388889317,False,True,True,False,0.0,-0.0,False,1.0,True,0.0,0.0,36.677499999999895,7370.692999999999,0.004971090690029119,0.0,False,False,0.0,0.0,1.0025956901756334
1632639600000,3018.95,2966.55,2817.65,-11.5125000000005,-15.503925000000033,8.617734832240709,1.731544664481385,-32.73939466448145,False,True,False,False,0.0,-0.0,False,1.0,False,0.0,0.0,-27.26950000000045,7345.5315,-0.0036997199584897175,-0.0,False,False,0.0,0.0,1.0025956901756334
1632641400000,2948.1,2908.1,2774.35,-19.84349999999995,-15.352525000000048,8.507377695232615,1.6622303904651812,-32.367280390465275,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-8.330999999999449,7192.244500000001,-0.0011341589100801555,-0.0,False,False,0.0,0.0,1.0025956901756334
1632643200000,2940.95,2894.65,2769.75,-11.37350000000015,-15.29835000000005,8.530206099965815,1.762062199931579,-32.35876219993168,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,8.4699999999998,7167.3585,0.0011776574058348266,0.0,False,False,0.0,0.0,1.0025956901756334
1632645000000,2958.0,2920.5,2785.65,-22.720500000000015,-15.699275000000057,8.687685677644643,1.6760963552892285,-33.074646355289346,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-11.346999999999866,7220.1195,-0.001583149496428826,-0.0,False,False,0.0,0.0,1.0025956901756334
1632646800000,3069.95,3022.65,2873.1,-17.323000000000434,-15.404100000000074,8.517092929113616,1.630085858227158,-32.4382858582273,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,5.397499999999582,7478.849,0.0007475638041724354,0.0,False,False,0.0,0.0,1.0025956901756334
1632648600000,3192.95,3141.35,2983.35,-16.153500000000008,-15.389125000000075,8.515414788665645,1.6417045773312147,-32.41995457733137,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,1.1695000000004256,7774.3945,0.00015637432979331788,0.0,False,False,0.0,0.0,1.0025956901756334
1632650400000,3192.95,3110.0,2951.85,15.475499999999784,-13.580700000000093,10.850223034816482,8.119746069632871,-35.28114606963305,False,True,True,False,0.0,-1.0,False,1.0,False,1.0,-1.0,31.62899999999979,7728.275500000001,0.004068355419833633,0.0,True,False,-0.0015,-0.0015,1.00109179664037
1632652200000,3192.95,3115.3,2954.65,9.547499999999673,-12.09692500000013,11.887264727070155,11.67760445414018,-35.87145445414044,False,True,False,False,0.0,-1.0,False,1.0,False,1.0,-1.0,-5.928000000000111,7735.4915,-0.0007670534002055323,0.0007670534002055323,False,False,0.0,0.0007670534002055323,1.001859687506901
1632654000000,3220.0,3129.8,2971.55,22.504499999999894,-10.315425000000124,14.174773722574313,18.034122445148505,-38.66497244514875,False,True,True,False,0.0,-1.0,False,1.0,False,1.0,-1.0,12.957000000000221,7784.4085000000005,0.0016750066883274607,-0.0016750066883274607,False,False,0.0,-0.0016750066883274607,1.0001815658295614
1632655800000,3196.1,3132.9,2975.0,-4.446000000000367,-10.013400000000132,14.235161235845741,18.45692247169135,-38.483722471691614,False,True,False,False,0.0,-1.0,False,1.0,False,1.0,-1.0,-26.95050000000026,7765.146000000001,-0.0034621127603979493,0.0034621127603979493,False,False,0.0,0.0034621127603979493,1.0036443071913348
1632657600000,3224.0,3173.35,3015.9,-17.296999999999684,-9.630425000000105,13.911331403869577,18.192237807739048,-37.45308780773926,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-12.850999999999317,7852.611,-0.0016549592242050975,0.0016549592242050975,False,True,-0.0015,0.0001549592242050975,1.003799831134555
1632659400000,3224.0,3163.45,3012.65,-5.76849999999979,-9.444200000000098,13.93817112370496,18.43214224740982,-37.32054224741002,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,11.528499999999894,7839.5875,0.0014681104157585158,0.0,False,False,0.0,0.0,1.003799831134555
1632661200000,3234.05,3151.6,2996.75,15.318500000000313,-7.663600000000071,14.731371724459672,21.799143448919274,-37.126343448919414,False,True,False,False,0.0,0.0,False,1.0,False,1.0,0.0,21.087000000000103,7831.2865,0.002689809891145434,0.0,False,False,0.0,0.0,1.003799831134555
1632663000000,3216.2,3163.6,3004.4,-15.652000000000157,-7.501375000000076,14.618595040019352,21.735815080038627,-36.73856508003878,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-30.97050000000047,7830.076,-0.003954714209472539,-0.0,False,False,0.0,0.0,1.003799831134555
1632664800000,3232.75,3178.1,3010.4,-15.701999999999998,-7.381925000000086,14.53704491913404,21.692164838267992,-36.45601483826817,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-0.04999999999984084,7865.986,-6.385634060236559e-06,-0.0,False,False,0.0,0.0,1.003799831134555
1632666600000,3260.7,3203.25,3031.2,-14.153999999999883,-7.459075000000098,14.570313287527842,21.681551575055586,-36.59970157505578,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,1.5480000000001155,7929.906,0.00019679668893386227,0.0,False,False,0.0,0.0,1.003799831134555
1632668400000,3252.5,3192.5,3036.45,-7.816499999999792,-7.026950000000073,14.41669540014375,21.806440800287426,-35.860340800287574,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,6.337500000000091,7909.5835,0.0007991898012410351,0.0,False,False,0.0,0.0,1.003799831134555
1632670200000,3273.55,3226.3,3054.5,-24.526999999999816,-7.330350000000044,14.730383870636725,22.130417741273405,-36.791117741273496,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,-16.710500000000025,7976.697,-0.002112690257331505,-0.0,False,False,0.0,0.0,1.003799831134555
1632672000000,3279.05,3223.5,3056.5,-15.094999999999686,-7.039075000000031,14.503358523273286,21.967642046546544,-36.0457920465466,False,False,False,True,0.0,0.0,False,1.0,False,1.0,0.0,9.43200000000013,7979.185,0.001182444312476722,0.0,False,False,0.0,0.0,1.003799831134555
