ticks,cumret
1632661200000,1.003799831134555
1632663000000,1.003799831134555
1632664800000,1.003799831134555
1632666600000,1.003799831134555
1632668400000,1.003799831134555
1632670200000,1.003799831134555
1632672000000,1.003799831134555
1632673800000,1.003799831134555
1632675600000,1.003799831134555
1632677400000,1.003799831134555
1632679200000,1.003799831134555
1632681000000,1.003799831134555
1632682800000,1.003799831134555
1632684600000,1.003799831134555
1632686400000,1.003799831134555
1632688200000,1.003799831134555
1632690000000,1.003799831134555
1632691800000,1.003799831134555
1632693600000,1.003799831134555
1632695400000,1.003799831134555
1632697200000,1.003799831134555
1632699000000,1.003799831134555
1632700800000,1.003799831134555
1632702600000,1.003799831134555
1632704400000,1.003799831134555
1632706200000,1.003799831134555
1632708000000,1.003799831134555
1632709800000,1.003799831134555
1632711600000,1.003799831134555
1632713400000,1.003799831134555
1632715200000,1.003799831134555
1632717000000,1.003799831134555
1632718800000,1.003799831134555
1632720600000,1.003799831134555
1632722400000,1.003799831134555
1632724200000,1.003799831134555
1632726000000,1.003799831134555
1632727800000,1.003799831134555
1632729600000,1.0022941313878533
1632731400000,1.003884907381967
1632733200000,1.0025441278755123
1632735000000,1.0025441278755123
1632736800000,1.0025441278755123
1632738600000,1.0025441278755123
1632740400000,1.0025441278755123
1632742200000,1.0025441278755123
1632744000000,1.0025441278755123
1632745800000,1.0025441278755123
1632747600000,1.0025441278755123
1632749400000,1.0025441278755123
1632751200000,1.0025441278755123
1632753000000,1.0025441278755123
1632754800000,1.0025441278755123
1632756600000,1.0025441278755123
1632758400000,1.0025441278755123
1632760200000,1.0025441278755123
1632762000000,1.001040311683699
1632763800000,1.003460441517802
1632765600000,1.003460441517802
1632767400000,1.003460441517802
1632769200000,1.003460441517802
1632771000000,1.003460441517802
1632772800000,1.003460441517802
1632774600000,1.003460441517802
1632776400000,1.003460441517802
1632778200000,1.003460441517802
1632780000000,1.003460441517802
1632781800000,1.003460441517802
1632783600000,1.003460441517802
1632785400000,1.003460441517802
1632787200000,1.003460441517802
1632789000000,1.0019552508555252
1632790800000,1.003816077394603
1632792600000,1.0035363032305473
1632794400000,1.0035363032305473
1632796200000,1.0035363032305473
1632798000000,1.0035363032305473
1632799800000,1.0035363032305473
1632801600000,1.0035363032305473
1632803400000,1.0035363032305473
1632805200000,1.0035363032305473
1632807000000,1.0035363032305473
1632808800000,1.0035363032305473
1632810600000,1.0035363032305473
1632812400000,1.0035363032305473
1632814200000,1.0035363032305473
1632816000000,1.0020309987757015
1632817800000,1.002933186933333
1632819600000,1.003866221283337
1632821400000,1.003222622969973
1632823200000,1.003222622969973
1632825000000,1.003222622969973
1632826800000,1.003222622969973
1632828600000,1.003222622969973
1632830400000,1.003222622969973
1632832200000,1.003222622969973
1632834000000,1.003222622969973
1632835800000,1.003222622969973
1632837600000,1.003222622969973
1632839400000,1.003222622969973
1632841200000,1.003222622969973
1632843000000,1.003222622969973
1632844800000,1.003222622969973
1632846600000,1.003222622969973
1632848400000,1.003222622969973
1632850200000,1.003222622969973
1632852000000,1.003222622969973
1632853800000,1.003222622969973
1632855600000,1.003222622969973
1632857400000,1.003222622969973
1632859200000,1.003222622969973
1632861000000,1.003222622969973
1632862800000,1.003222622969973
1632864600000,1.003222622969973
1632866400000,1.003222622969973
1632868200000,1.003222622969973
1632870000000,1.003222622969973
1632871800000,1.003222622969973
1632873600000,1.003222622969973
1632875400000,1.003222622969973
1632877200000,1.003222622969973
1632879000000,1.003222622969973
1632880800000,1.003222622969973
1632882600000,1.003222622969973
1632884400000,1.003222622969973
1632886200000,1.003222622969973
1632888000000,1.003222622969973
1632889800000,1.003222622969973
1632891600000,1.003222622969973
1632893400000,1.003222622969973
1632895200000,1.003222622969973
1632897000000,1.003222622969973
1632898800000,1.003222622969973
1632900600000,1.003222622969973
1632902400000,1.003222622969973
1632904200000,1.003222622969973
1632906000000,1.003222622969973
1632907800000,1.003222622969973
1632909600000,1.003222622969973
1632911400000,1.003222622969973
1632913200000,1.003222622969973
1632915000000,1.003222622969973
1632916800000,1.001717789035518
1632918600000,1.0037291665412524
1632920400000,1.0033812710695282
1632922200000,1.002696236089469
1632924000000,1.002696236089469
1632925800000,1.002696236089469
1632927600000,1.002696236089469
1632929400000,1.002696236089469
1632931200000,1.002696236089469
1632933000000,1.002696236089469
1632934800000,1.002696236089469
1632936600000,1.002696236089469
1632938400000,1.002696236089469
1632940200000,1.002696236089469
1632942000000,1.002696236089469
1632943800000,1.002696236089469
1632945600000,1.002696236089469
1632947400000,1.002696236089469
1632949200000,1.002696236089469
1632951000000,1.002696236089469
1632952800000,1.002696236089469
1632954600000,1.002696236089469
1632956400000,1.002696236089469
1632958200000,1.002696236089469
1632960000000,1.002696236089469
1632961800000,1.002696236089469
1632963600000,1.0011921917353348
1632965400000,1.0024436742835874
1632967200000,1.001273646866489
1632969000000,1.001273646866489
1632970800000,0.9997717363961892
1632972600000,1.001362579254053
1632974400000,1.0014434458954677
1632976200000,1.001599329640917
1632978000000,1.0014314515678928
1632979800000,1.0008524698844248
1632981600000,1.0013697657291782
1632983400000,1.001504459382289
1632985200000,1.000982909841061
1632987000000,1.0006488056912242
1632988800000,1.0001757036384293
1632990600000,1.0001757036384293
1632992400000,1.0001757036384293
1632994200000,1.0001757036384293
1632996000000,0.9986754400829717
1632997800000,1.001602108953794
1632999600000,1.001602108953794
1633001400000,1.001602108953794
1633003200000,1.0000997057903636
1633005000000,1.0032109169962975
1633006800000,1.0032109169962975
1633008600000,1.0032109169962975
1633010400000,1.0032109169962975
1633012200000,1.0032109169962975
1633014000000,1.0032109169962975
1633015800000,1.001706100620803
1633017600000,1.0044410230099705
1633019400000,1.0044410230099705
1633021200000,1.0044410230099705
1633023000000,1.0044410230099705
1633024800000,1.0044410230099705
1633026600000,1.0044410230099705
1633028400000,1.0044410230099705
1633030200000,1.0044410230099705
1633032000000,1.0044410230099705
1633033800000,1.0044410230099705
1633035600000,1.0044410230099705
1633037400000,1.0044410230099705
1633039200000,1.0044410230099705
1633041000000,1.0044410230099705
1633042800000,1.0029343614754556
1633044600000,1.0036852313142985
1633046400000,1.0062900950430447
1633048200000,1.0062900950430447
1633050000000,1.0062900950430447
1633051800000,1.0062900950430447
1633053600000,1.0062900950430447
1633055400000,1.0062900950430447
1633057200000,1.0062900950430447
1633059000000,1.0062900950430447
1633060800000,1.0062900950430447
1633062600000,1.0062900950430447
1633064400000,1.0062900950430447
1633066200000,1.0062900950430447
1633068000000,1.0062900950430447
1633069800000,1.0062900950430447
1633071600000,1.0062900950430447
1633073400000,1.0062900950430447
1633075200000,1.0062900950430447
1633077000000,1.0062900950430447
1633078800000,1.0062900950430447
1633080600000,1.0062900950430447
1633082400000,1.0062900950430447
1633084200000,1.0062900950430447
1633086000000,1.0062900950430447
1633087800000,1.0062900950430447
1633089600000,1.0062900950430447
1633091400000,1.0062900950430447
1633093200000,1.0062900950430447
1633095000000,1.0062900950430447
1633096800000,1.0062900950430447
1633098600000,1.0062900950430447
1633100400000,1.0062900950430447
1633102200000,1.0062900950430447
1633104000000,1.0047806599004803
1633105800000,1.0054432794383839
1633107600000,1.0054432794383839
1633109400000,1.0054432794383839
1633111200000,1.0054432794383839
1633113000000,1.0054432794383839
1633114800000,1.0054432794383839
1633116600000,1.0054432794383839
1633118400000,1.0039351145192263
1633120200000,1.0043795159796756
1633122000000,1.0043795159796756
1633123800000,1.0043795159796756
1633125600000,1.0043795159796756
1633127400000,1.0043795159796756
1633129200000,1.0043795159796756
1633131000000,1.0043795159796756
1633132800000,1.0043795159796756
1633134600000,1.0043795159796756
1633136400000,1.002872946705706
1633138200000,1.0048211850207083
1633140000000,1.004877206790885
1633141800000,1.0049070310440307
1633143600000,1.0029781411521255
1633145400000,1.003526420299977
1633147200000,1.0028243404023534
1633149000000,1.0024251275642495
1633150800000,1.0041349970843276
1633152600000,1.0041349970843276
1633154400000,1.0041349970843276
1633156200000,1.0041349970843276
1633158000000,1.0041349970843276
1633159800000,1.0041349970843276
1633161600000,1.0041349970843276
1633163400000,1.0041349970843276
1633165200000,1.0041349970843276
1633167000000,1.0041349970843276
1633168800000,1.0041349970843276
1633170600000,1.0041349970843276
1633172400000,1.0041349970843276
1633174200000,1.0041349970843276
1633176000000,1.0041349970843276
1633177800000,1.0041349970843276
1633179600000,1.0041349970843276
1633181400000,1.0041349970843276
1633183200000,1.0041349970843276
1633185000000,1.0041349970843276
1633186800000,1.0026287945887011
1633188600000,1.0055223199923773
1633190400000,1.0062263324381602
1633192200000,1.0062263324381602
1633194000000,1.0062263324381602
1633195800000,1.0062263324381602
1633197600000,1.0062263324381602
1633199400000,1.0062263324381602
1633201200000,1.0062263324381602
1633203000000,1.0062263324381602
1633204800000,1.0062263324381602
1633206600000,1.0062263324381602
1633208400000,1.0062263324381602
1633210200000,1.0062263324381602
1633212000000,1.0062263324381602
1633213800000,1.004716992939503
1633215600000,1.0076715918232229
1633217400000,1.0071541334317247
1633219200000,1.0078058672672914
1633221000000,1.0075244150521205
1633222800000,1.0071612123887748
1633224600000,1.007492004352468
1633226400000,1.0076632288155827
1633228200000,1.0076465480473409
1633230000000,1.0056637260794226
1633231800000,1.006289077077948
1633233600000,1.006289077077948
1633235400000,1.006289077077948
1633237200000,1.006289077077948
1633239000000,1.006289077077948
1633240800000,1.006289077077948
1633242600000,1.006289077077948
1633244400000,1.006289077077948
1633246200000,1.006289077077948
1633248000000,1.006289077077948
1633249800000,1.006289077077948
1633251600000,1.006289077077948
1633253400000,1.006289077077948
1633255200000,1.006289077077948
1633257000000,1.006289077077948
1633258800000,1.004779643462331
1633260600000,1.007830453028457
1633262400000,1.0073364914794345
1633264200000,1.0073364914794345
1633266000000,1.0073364914794345
1633267800000,1.0073364914794345
1633269600000,1.0073364914794345
1633271400000,1.0073364914794345
1633273200000,1.0058254867422154
1633275000000,1.0054031326637876
1633276800000,1.0082069400074625
1633278600000,1.00854344616297
1633280400000,1.00854344616297
1633282200000,1.00854344616297
1633284000000,1.00854344616297
1633285800000,1.00854344616297
1633287600000,1.00854344616297
1633289400000,1.00854344616297
1633291200000,1.00854344616297
1633293000000,1.00854344616297
1633294800000,1.00854344616297
1633296600000,1.00854344616297
1633298400000,1.0070306309937256
1633300200000,1.0093223487373433
1633302000000,1.0093223487373433
1633303800000,1.0093223487373433
1633305600000,1.0093223487373433
1633307400000,1.0093223487373433
1633309200000,1.0093223487373433
1633311000000,1.0093223487373433
1633312800000,1.0093223487373433
1633314600000,1.0093223487373433
1633316400000,1.0093223487373433
1633318200000,1.0093223487373433
1633320000000,1.0093223487373433
1633321800000,1.0093223487373433
1633323600000,1.0093223487373433
1633325400000,1.0093223487373433
1633327200000,1.0093223487373433
1633329000000,1.0093223487373433
1633330800000,1.0093223487373433
1633332600000,1.0093223487373433
1633334400000,1.0093223487373433
1633336200000,1.0093223487373433
1633338000000,1.0093223487373433
1633339800000,1.0093223487373433
1633341600000,1.0093223487373433
1633343400000,1.0093223487373433
1633345200000,1.0093223487373433
1633347000000,1.0093223487373433
1633348800000,1.0093223487373433
1633350600000,1.0093223487373433
1633352400000,1.0093223487373433
1633354200000,1.0093223487373433
1633356000000,1.0093223487373433
1633357800000,1.0093223487373433
1633359600000,1.0093223487373433
1633361400000,1.0093223487373433
1633363200000,1.0093223487373433
1633365000000,1.0093223487373433
1633366800000,1.0093223487373433
1633368600000,1.0093223487373433
1633370400000,1.0093223487373433
1633372200000,1.0093223487373433
1633374000000,1.0093223487373433
1633375800000,1.0093223487373433
1633377600000,1.0093223487373433
1633379400000,1.0093223487373433
1633381200000,1.0093223487373433
1633383000000,1.0093223487373433
1633384800000,1.0093223487373433
1633386600000,1.0093223487373433
1633388400000,1.0093223487373433
1633390200000,1.0093223487373433
1633392000000,1.0093223487373433
1633393800000,1.0093223487373433
1633395600000,1.0093223487373433
1633397400000,1.0093223487373433
1633399200000,1.0093223487373433
1633401000000,1.0093223487373433
1633402800000,1.0093223487373433
1633404600000,1.0093223487373433
1633406400000,1.0093223487373433
1633408200000,1.0078083652142373
1633410000000,1.0074010507058677
1633411800000,1.0094391234966769
1633413600000,1.0093896141202285
1633415400000,1.0093896141202285
1633417200000,1.0093896141202285
1633419000000,1.0093896141202285
1633420800000,1.0093896141202285
1633422600000,1.0093896141202285
1633424400000,1.0093896141202285
1633426200000,1.0093896141202285
1633428000000,1.0093896141202285
1633429800000,1.0093896141202285
1633431600000,1.0093896141202285
1633433400000,1.0093896141202285
1633435200000,1.0093896141202285
1633437000000,1.0093896141202285
1633438800000,1.0093896141202285
1633440600000,1.0093896141202285
1633442400000,1.0093896141202285
1633444200000,1.0078755296990483
1633446000000,1.0091770464781107
1633447800000,1.0102003900576797
1633449600000,1.0102003900576797
1633451400000,1.0102003900576797
1633453200000,1.0102003900576797
1633455000000,1.0102003900576797
1633456800000,1.0102003900576797
1633458600000,1.0102003900576797
1633460400000,1.0102003900576797
1633462200000,1.0102003900576797
1633464000000,1.0102003900576797
1633465800000,1.0102003900576797
1633467600000,1.0102003900576797
1633469400000,1.0102003900576797
1633471200000,1.0102003900576797
1633473000000,1.0102003900576797
1633474800000,1.0102003900576797
1633476600000,1.0102003900576797
1633478400000,1.0102003900576797
1633480200000,1.0102003900576797
1633482000000,1.0086850894725932
1633483800000,1.0096687621346525
1633485600000,1.0098607557375539
1633487400000,1.0085067735451259
1633489200000,1.0085067735451259
1633491000000,1.0085067735451259
1633492800000,1.0085067735451259
1633494600000,1.0085067735451259
1633496400000,1.0085067735451259
1633498200000,1.0085067735451259
1633500000000,1.0085067735451259
1633501800000,1.0085067735451259
1633503600000,1.0085067735451259
1633505400000,1.0085067735451259
1633507200000,1.0085067735451259
1633509000000,1.0085067735451259
1633510800000,1.0085067735451259
1633512600000,1.0085067735451259
1633514400000,1.0085067735451259
1633516200000,1.0069940133848083
1633518000000,1.0119767966205484
1633519800000,1.0135050862945105
1633521600000,1.0135050862945105
1633523400000,1.0135050862945105
1633525200000,1.0135050862945105
1633527000000,1.0135050862945105
1633528800000,1.0135050862945105
1633530600000,1.0135050862945105
1633532400000,1.0135050862945105
1633534200000,1.0135050862945105
1633536000000,1.0135050862945105
1633537800000,1.0135050862945105
1633539600000,1.0135050862945105
1633541400000,1.0135050862945105
1633543200000,1.0135050862945105
1633545000000,1.0135050862945105
1633546800000,1.0119848286650688
1633548600000,1.0137548134442171
1633550400000,1.013063821921525
1633552200000,1.011544226188643
1633554000000,1.014909823076512
1633555800000,1.0148397956809856
1633557600000,1.013518886090553
1633559400000,1.013518886090553
1633561200000,1.013518886090553
1633563000000,1.013518886090553
1633564800000,1.013518886090553
1633566600000,1.013518886090553
1633568400000,1.013518886090553
1633570200000,1.013518886090553
1633572000000,1.013518886090553
1633573800000,1.013518886090553
1633575600000,1.0119986077614174
1633577400000,1.0140611020968677
1633579200000,1.0140611020968677
1633581000000,1.0140611020968677
1633582800000,1.0140611020968677
1633584600000,1.0140611020968677
1633586400000,1.0140611020968677
1633588200000,1.0140611020968677
1633590000000,1.0125400104437225
1633591800000,1.0154570444189641
1633593600000,1.0148363208178524
1633595400000,1.0148363208178524
1633597200000,1.0148363208178524
1633599000000,1.0148363208178524
1633600800000,1.0148363208178524
1633602600000,1.0148363208178524
1633604400000,1.0148363208178524
1633606200000,1.0148363208178524
1633608000000,1.0148363208178524
1633609800000,1.0148363208178524
1633611600000,1.0148363208178524
1633613400000,1.0148363208178524
1633615200000,1.0148363208178524
1633617000000,1.0148363208178524
1633618800000,1.0148363208178524
1633620600000,1.0148363208178524
1633622400000,1.0148363208178524
1633624200000,1.0148363208178524
1633626000000,1.0148363208178524
1633627800000,1.0148363208178524
1633629600000,1.0148363208178524
1633631400000,1.0148363208178524
1633633200000,1.0148363208178524
1633635000000,1.0148363208178524
1633636800000,1.0148363208178524
1633638600000,1.0148363208178524
1633640400000,1.0148363208178524
1633642200000,1.0148363208178524
1633644000000,1.0148363208178524
1633645800000,1.0148363208178524
1633647600000,1.0148363208178524
1633649400000,1.0148363208178524
1633651200000,1.0148363208178524
1633653000000,1.0148363208178524
1633654800000,1.0148363208178524
1633656600000,1.0148363208178524
1633658400000,1.0148363208178524
1633660200000,1.0133140663366256
1633662000000,1.0141441152448298
1633663800000,1.0141441152448298
1633665600000,1.0141441152448298
1633667400000,1.0141441152448298
1633669200000,1.0141441152448298
1633671000000,1.0141441152448298
1633672800000,1.0141441152448298
1633674600000,1.0141441152448298
1633676400000,1.0141441152448298
1633678200000,1.0141441152448298
1633680000000,1.0141441152448298
1633681800000,1.0141441152448298
1633683600000,1.0141441152448298
1633685400000,1.0141441152448298
1633687200000,1.0141441152448298
1633689000000,1.0141441152448298
1633690800000,1.0141441152448298
1633692600000,1.0141441152448298
1633694400000,1.0141441152448298
1633696200000,1.0141441152448298
1633698000000,1.0141441152448298
1633699800000,1.0141441152448298
1633701600000,1.0141441152448298
1633703400000,1.0141441152448298
1633705200000,1.0141441152448298
1633707000000,1.0126228990719626
1633708800000,1.0136337390828198
1633710600000,1.0136422802705871
1633712400000,1.0134387112719059
1633714200000,1.0137493872694172
1633716000000,1.0139022069160453
1633717800000,1.0138175762496893
1633719600000,1.0136012133896757
1633721400000,1.013653686443668
1633723200000,1.0137564304716533
1633725000000,1.0131328443261824
1633726800000,1.0096322161633453
1633728600000,1.0096322161633453
1633730400000,1.0096322161633453
1633732200000,1.0096322161633453
1633734000000,1.0096322161633453
1633735800000,1.0096322161633453
1633737600000,1.0096322161633453
1633739400000,1.0096322161633453
1633741200000,1.0096322161633453
1633743000000,1.0096322161633453
1633744800000,1.0096322161633453
1633746600000,1.0096322161633453
1633748400000,1.0096322161633453
1633750200000,1.0096322161633453
1633752000000,1.0096322161633453
1633753800000,1.0096322161633453
1633755600000,1.0096322161633453
1633757400000,1.0096322161633453
1633759200000,1.0096322161633453
1633761000000,1.0096322161633453
1633762800000,1.0096322161633453
1633764600000,1.0096322161633453
1633766400000,1.0081177678391005
1633768200000,1.0091009376851277
1633770000000,1.0095369346919614
1633771800000,1.0098276931685104
1633773600000,1.008970673814829
1633775400000,1.0098448496543029
1633777200000,1.0082868279765125
1633779000000,1.0065583936062308
1633780800000,1.0092904711090382
1633782600000,1.0085707166496751
1633784400000,1.0085707166496751
1633786200000,1.0085707166496751
1633788000000,1.0085707166496751
1633789800000,1.0085707166496751
1633791600000,1.0085707166496751
1633793400000,1.0085707166496751
1633795200000,1.0085707166496751
1633797000000,1.0085707166496751
1633798800000,1.0085707166496751
1633800600000,1.0085707166496751
1633802400000,1.0085707166496751
1633804200000,1.0085707166496751
1633806000000,1.0085707166496751
1633807800000,1.0085707166496751
1633809600000,1.0085707166496751
1633811400000,1.0085707166496751
1633813200000,1.0085707166496751
1633815000000,1.0085707166496751
1633816800000,1.0085707166496751
1633818600000,1.0085707166496751
1633820400000,1.0085707166496751
1633822200000,1.0085707166496751
1633824000000,1.0070578605747007
1633825800000,1.008349390574681
1633827600000,1.003417605950069
1633829400000,1.003417605950069
1633831200000,1.003417605950069
1633833000000,1.003417605950069
1633834800000,1.003417605950069
1633836600000,1.003417605950069
1633838400000,1.003417605950069
1633840200000,1.003417605950069
1633842000000,1.001912479541144
1633843800000,1.002798054065205
1633845600000,1.002798054065205
1633847400000,1.002798054065205
1633849200000,1.002798054065205
1633851000000,1.002798054065205
1633852800000,1.002798054065205
1633854600000,1.002798054065205
1633856400000,1.002798054065205
1633858200000,1.002798054065205
1633860000000,1.002798054065205
1633861800000,1.002798054065205
1633863600000,1.002798054065205
1633865400000,1.002798054065205
1633867200000,1.002798054065205
1633869000000,1.002798054065205
1633870800000,1.002798054065205
1633872600000,1.002798054065205
1633874400000,1.002798054065205
1633876200000,1.002798054065205
1633878000000,1.0012938569841072
1633879800000,1.0038421848023953
1633881600000,1.0038421848023953
1633883400000,1.0038421848023953
1633885200000,1.0038421848023953
1633887000000,1.0038421848023953
1633888800000,1.0038421848023953
1633890600000,1.0038421848023953
1633892400000,1.0038421848023953
1633894200000,1.0038421848023953
1633896000000,1.0038421848023953
1633897800000,1.0023364215251918
1633899600000,1.0072360969583176
1633901400000,1.0072360969583176
1633903200000,1.0072360969583176
1633905000000,1.0072360969583176
1633906800000,1.0072360969583176
1633908600000,1.0072360969583176
1633910400000,1.0072360969583176
1633912200000,1.0072360969583176
1633914000000,1.0072360969583176
1633915800000,1.0072360969583176
1633917600000,1.0072360969583176
1633919400000,1.0072360969583176
1633921200000,1.0072360969583176
1633923000000,1.0072360969583176
1633924800000,1.0072360969583176
1633926600000,1.0072360969583176
1633928400000,1.0072360969583176
1633930200000,1.0072360969583176
1633932000000,1.0072360969583176
1633933800000,1.0072360969583176
1633935600000,1.0072360969583176
1633937400000,1.0072360969583176
1633939200000,1.0072360969583176
1633941000000,1.0057252428128802
1633942800000,1.0071876149009038
1633944600000,1.0094881618099707
1633946400000,1.0094881618099707
1633948200000,1.0079739295672558
1633950000000,1.0098408753862753
1633951800000,1.0098408753862753
1633953600000,1.0098408753862753
1633955400000,1.0098408753862753
1633957200000,1.0098408753862753
1633959000000,1.0098408753862753
1633960800000,1.0098408753862753
1633962600000,1.0098408753862753
1633964400000,1.0098408753862753
1633966200000,1.0098408753862753
1633968000000,1.0098408753862753
1633969800000,1.0098408753862753
1633971600000,1.0098408753862753
1633973400000,1.0098408753862753
1633975200000,1.0098408753862753
1633977000000,1.0098408753862753
1633978800000,1.0098408753862753
1633980600000,1.0098408753862753
1633982400000,1.0098408753862753
1633984200000,1.0098408753862753
1633986000000,1.008326114073196
1633987800000,1.0110927170622632
1633989600000,1.0105949878916076
1633991400000,1.0098746779078946
1633993200000,1.0098746779078946
1633995000000,1.0098746779078946
1633996800000,1.0083598658910329
1633998600000,1.010914400149629
1634000400000,1.0144327674294662
1634002200000,1.0144327674294662
1634004000000,1.0144327674294662
1634005800000,1.0144327674294662
1634007600000,1.0144327674294662
1634009400000,1.0144327674294662
1634011200000,1.0144327674294662
1634013000000,1.0144327674294662
1634014800000,1.0144327674294662
1634016600000,1.0144327674294662
1634018400000,1.0144327674294662
1634020200000,1.0144327674294662
1634022000000,1.0144327674294662
1634023800000,1.0144327674294662
1634025600000,1.0144327674294662
1634027400000,1.0144327674294662
1634029200000,1.0144327674294662
1634031000000,1.0144327674294662
1634032800000,1.0144327674294662
1634034600000,1.0144327674294662
1634036400000,1.0144327674294662
1634038200000,1.0144327674294662
1634040000000,1.0144327674294662
1634041800000,1.0144327674294662
1634043600000,1.0144327674294662
1634045400000,1.0144327674294662
1634047200000,1.0144327674294662
1634049000000,1.0144327674294662
1634050800000,1.0144327674294662
1634052600000,1.0144327674294662
1634054400000,1.0144327674294662
1634056200000,1.0144327674294662
1634058000000,1.0144327674294662
1634059800000,1.0144327674294662
1634061600000,1.0144327674294662
1634063400000,1.0144327674294662
1634065200000,1.0144327674294662
1634067000000,1.0144327674294662
1634068800000,1.0144327674294662
1634070600000,1.0144327674294662
1634072400000,1.0144327674294662
1634074200000,1.0144327674294662
1634076000000,1.0144327674294662
1634077800000,1.0144327674294662
1634079600000,1.0144327674294662
1634081400000,1.0144327674294662
1634083200000,1.0144327674294662
1634085000000,1.0144327674294662
1634086800000,1.0144327674294662
1634088600000,1.0144327674294662
1634090400000,1.0144327674294662
1634092200000,1.0144327674294662
1634094000000,1.0144327674294662
1634095800000,1.0144327674294662
1634097600000,1.0144327674294662
1634099400000,1.0144327674294662
1634101200000,1.0144327674294662
1634103000000,1.0144327674294662
1634104800000,1.0144327674294662
1634106600000,1.0144327674294662
1634108400000,1.0144327674294662
1634110200000,1.0144327674294662
1634112000000,1.0129111182783221
1634113800000,1.0144118599518916
1634115600000,1.013075608210365
1634117400000,1.013075608210365
1634119200000,1.013075608210365
1634121000000,1.0115559947980495
1634122800000,1.012754271884588
1634124600000,1.0122899798787515
1634126400000,1.012869922608447
1634128200000,1.0110207793276613
1634130000000,1.0117405309447471
1634131800000,1.0117405309447471
1634133600000,1.0102229201483302
1634135400000,1.0137645732030198
1634137200000,1.0137645732030198
1634139000000,1.0137645732030198
1634140800000,1.0137645732030198
1634142600000,1.0137645732030198
1634144400000,1.0137645732030198
1634146200000,1.0137645732030198
1634148000000,1.0137645732030198
1634149800000,1.0137645732030198
1634151600000,1.0137645732030198
1634153400000,1.0137645732030198
1634155200000,1.0137645732030198
1634157000000,1.0137645732030198
1634158800000,1.0137645732030198
1634160600000,1.0137645732030198
1634162400000,1.0137645732030198
1634164200000,1.0137645732030198
1634166000000,1.0137645732030198
1634167800000,1.0137645732030198
1634169600000,1.0137645732030198
1634171400000,1.0137645732030198
1634173200000,1.0122439263432153
1634175000000,1.0133781747821824
1634176800000,1.0129165963787516
1634178600000,1.0129165963787516
1634180400000,1.0129165963787516
1634182200000,1.0129165963787516
1634184000000,1.0129165963787516
1634185800000,1.0129165963787516
1634187600000,1.0129165963787516
1634189400000,1.0129165963787516
1634191200000,1.0129165963787516
1634193000000,1.0129165963787516
1634194800000,1.0129165963787516
1634196600000,1.0129165963787516
1634198400000,1.0129165963787516
1634200200000,1.0129165963787516
1634202000000,1.0129165963787516
1634203800000,1.0129165963787516
1634205600000,1.0129165963787516
1634207400000,1.0129165963787516
1634209200000,1.0129165963787516
1634211000000,1.0129165963787516
1634212800000,1.0129165963787516
1634214600000,1.0129165963787516
